DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
192107786,3/27/2019,6/15/2017,1,21,Topanga,2139,121,"RAPE, FORCIBLE",,15,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812,,,20000    SATICOY                      ST,,"(34.2084, -118.5688)"
192107827,3/27/2019,12/1/2017,1,21,Topanga,2157,354,THEFT OF IDENTITY,0377 0930 1822,46,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6700    ETON                         AV,,"(34.1925, -118.5955)"
192107876,3/27/2019,12/1/2017,1,21,Topanga,2145,121,"RAPE, FORCIBLE",0527 2000 0408 0444,20,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,FARRALONE                    AV,VANOWEN                      ST,"(34.1938, -118.6104)"
190507812,3/28/2019,1/1/2010,1200,5,Harbor,529,121,"RAPE, FORCIBLE",1309 0913 0500 0443 0422,44,F,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,121,,,,FLINT                        AV,ANAHEIM                      ST,"(33.7807, -118.2494)"
190807751,3/28/2019,4/1/2013,1200,8,West LA,858,354,THEFT OF IDENTITY,377,41,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1100 S  SWALL                        DR,,"(34.0571, -118.3857)"
190208824,3/28/2019,3/28/2015,1200,2,Rampart,218,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 1259 1251 0551,8,F,H,121,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,ECHO PARK,PARK,"(34.0748, -118.2586)"
190807765,3/28/2019,11/1/2015,1200,8,West LA,808,354,THEFT OF IDENTITY,0100 0928,27,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2100    SAN YSIDRO                   DR,,"(34.1092, -118.424)"
190608952,3/28/2019,5/4/2016,1,6,Hollywood,627,354,THEFT OF IDENTITY,377,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2500    GLEN GREEN                   ST,,"(34.1167, -118.321)"
191007776,3/28/2019,8/26/2016,800,10,West Valley,1065,649,DOCUMENT FORGERY / STOLEN FELONY,0377 0923 1817,43,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,649,,,,5400    LINDLEY                      AV,,"(34.169, -118.5273)"
191007815,3/28/2019,1/23/2016,900,10,West Valley,1041,649,DOCUMENT FORGERY / STOLEN FELONY,0377 0923 1822,55,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,6000    TOPEKA                       DR,,"(34.1793, -118.5462)"
192008376,3/28/2019,12/7/2016,2000,20,Olympic,2027,121,"RAPE, FORCIBLE",0400 0500,50,F,A,507,CONDOMINIUM/TOWNHOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,500 S  KENMORE                      AV,,"(34.0654, -118.2966)"
190807761,3/28/2019,1/1/2017,2300,8,West LA,847,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1820,50,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,2200 S  BEVERLY GLEN                 BL,,"(34.0504, -118.4206)"
191108142,3/28/2019,4/17/2017,1,11,Northeast,1129,354,THEFT OF IDENTITY,0377 0929 1822,62,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,500 N  AVENUE 66,,"(34.1173, -118.1768)"
192107846,3/28/2019,10/1/2017,800,21,Topanga,2177,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",344,62,F,W,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,668,,,,5800    CANOGA                       AV,,"(34.1754, -118.5974)"
191108198,3/29/2019,4/1/2014,1200,11,Northeast,1141,354,THEFT OF IDENTITY,0100 1822,24,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800 N  MARIPOSA                     AV,,"(34.1036, -118.2995)"
191007837,3/29/2019,1/1/2015,1,10,West Valley,1006,121,"RAPE, FORCIBLE",,13,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,7700    TEXHOMA                      AV,,"(34.2102, -118.5154)"
191210415,3/29/2019,6/1/2016,1200,12,77th Street,1232,649,DOCUMENT FORGERY / STOLEN FELONY,0923 1822,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,649,,,,5900    CRENSHAW                     BL,,"(33.9872, -118.3308)"
192107918,3/29/2019,3/29/2016,600,21,Topanga,2159,354,THEFT OF IDENTITY,1822,50,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6300    JUMILLA                      AV,,"(34.1849, -118.5626)"
190309762,3/29/2019,8/1/2017,1200,3,Southwest,311,354,THEFT OF IDENTITY,100,18,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2700    CLYDE                        AV,,"(34.0305, -118.3677)"
191708017,3/29/2019,8/12/2017,800,17,Devonshire,1762,310,BURGLARY,0352 1606 0344,42,F,O,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,9800    DE SOTO                      AV,,"(34.2482, -118.5886)"
191708108,3/29/2019,11/3/2017,1300,17,Devonshire,1781,354,THEFT OF IDENTITY,1402 1407 1419 0928 1908,79,M,W,229,CHECK CASHING*,,,AA,Adult Arrest,354,649,998,,9000    DE SOTO                      AV,,"(34.234, -118.5885)"
192008667,3/29/2019,3/3/2017,1700,20,Olympic,2025,813,CHILD ANNOYING (17YRS & UNDER),0552 0554 1251 1258,11,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,,,,300 S  MARIPOSA                     AV,,"(34.069, -118.2992)"
192008731,3/30/2019,1/1/2013,1,20,Olympic,2038,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,600    SHATTO                       PL,,"(34.0608, -118.2903)"
191809300,3/30/2019,12/15/2014,1200,18,Southeast,1824,354,THEFT OF IDENTITY,0100 1822,39,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1100 E  101ST                        ST,,"(33.9449, -118.2565)"
191213191,3/30/2019,1/1/2016,800,12,77th Street,1203,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 1259 1251 0551 0500,13,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,1800 W  47TH                         ST,,"(34.001, -118.3113)"
190100626,3/30/2019,1/1/2017,1,1,Central,192,121,"RAPE, FORCIBLE",0443 0527,34,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,HOPE,PICO,"(34.0391, -118.2659)"
191708216,3/31/2019,6/1/2015,30,17,Devonshire,1717,354,THEFT OF IDENTITY,0930 0923 0929 1822,45,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11200    DEBRA                        AV,,"(34.2738, -118.4897)"
190609700,4/1/2019,4/1/2010,200,6,Hollywood,649,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0500 1259 0552,5,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,762,812,,,1600 N  NORMANDIE                    AV,,"(34.0999, -118.3038)"
191908395,4/1/2019,11/1/2013,600,19,Mission,1993,354,THEFT OF IDENTITY,0100 1822,19,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8100    NOBLE                        AV,,"(34.2179, -118.4618)"
190609200,4/1/2019,9/1/2015,1,6,Hollywood,632,946,OTHER MISCELLANEOUS CRIME,,69,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,946,,,,1600    MOUNTCREST                   AV,,"(34.0986, -118.3784)"
191309507,4/1/2019,5/31/2016,1,13,Newton,1364,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1251 0913 0448 0522 0360 0305 1258,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,1100 E  46TH                         ST,,"(34.0021, -118.2565)"
191600693,4/1/2019,3/31/2016,100,16,Foothill,1605,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0515 0522 1206 1402 1409 1415,26,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,810,998,,,12000    CARL                         ST,,"(34.2844, -118.394)"
192107995,4/1/2019,3/1/2016,1900,21,Topanga,2125,121,"RAPE, FORCIBLE",0361 0527,36,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,7800    TOPANGA CANYON               BL,,"(34.2123, -118.606)"
191210598,4/1/2019,5/1/2017,1200,12,77th Street,1268,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1257 1801 0519,4,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,821,,,8000 S  MAIN                         ST,,"(33.9669, -118.2739)"
191508714,4/1/2019,12/14/2017,1415,15,N Hollywood,1555,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,33,F,O,104,DRIVEWAY,,,IC,Invest Cont,956,,,,VINELAND                     AV,MAGNOLIA                     BL,"(34.1649, -118.3704)"
190110390,4/2/2019,12/2/2013,5,1,Central,139,354,THEFT OF IDENTITY,1822 0928,22,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,300 S  SANTA FE                     AV,,"(34.046, -118.2326)"
190708614,4/2/2019,2/1/2013,800,7,Wilshire,753,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202,78,F,B,510,NURSING/CONVALESCENT/RETIREMENT HOME,,,IC,Invest Cont,341,,,,1000 S  FAIRFAX                      AV,,"(34.0582, -118.3638)"
190508021,4/2/2019,3/15/2015,1,5,Harbor,515,354,THEFT OF IDENTITY,1822,38,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600    ISLAND                       AV,,"(33.7952, -118.2673)"
190209085,4/2/2019,6/1/2016,1600,2,Rampart,236,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0533 0527 1259 1814 0400 1601 0500 0519,13,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,821,993,,W  TEMPLE                       ST,N  MOUNTAIN VIEW                AV,"(34.0703, -118.268)"
190110357,4/2/2019,12/17/2017,800,1,Central,185,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,54,M,H,406,OTHER STORE,,,IC,Invest Cont,341,,,,300 E  11TH                         ST,,"(34.0378, -118.2561)"
190110368,4/2/2019,4/1/2017,800,1,Central,156,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1218 0344,71,M,H,511,PROJECT/TENEMENT/PUBLIC HOUSING,,,IC,Invest Cont,341,,,,500    WALL                         ST,,"(34.0449, -118.2458)"
190408421,4/2/2019,10/1/2017,1200,4,Hollenbeck,487,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 1251 0500 0505,9,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,1100 S  EVERGREEN                    AV,,"(34.0266, -118.2111)"
191007995,4/2/2019,2/10/2017,900,10,West Valley,1034,354,THEFT OF IDENTITY,0928 1822,31,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6100    RESEDA                       BL,,"(34.1807, -118.536)"
192108049,4/2/2019,5/1/2017,900,21,Topanga,2196,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0603 0329,73,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,4400    SAN BLAS                     AV,,"(34.149, -118.5987)"
192108272,4/2/2019,7/25/2017,1740,21,Topanga,2187,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,34,F,W,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,440,,,,VENTURA,DE SOTO,"(34.1681, -118.5881)"
190508046,4/3/2019,1/1/2010,100,5,Harbor,555,860,BATTERY WITH SEXUAL CONTACT,,-9,X,X,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,500 N  CABRILLO                     AV,,"(33.7476, -118.2948)"
191008066,4/3/2019,6/13/2013,900,10,West Valley,1045,354,THEFT OF IDENTITY,0377 1822,20,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,17800    BURBANK                      BL,,"(34.1723, -118.5203)"
191108504,4/3/2019,4/27/2013,1,11,Northeast,1152,354,THEFT OF IDENTITY,100,39,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1500    MYRA                         AV,,"(34.0982, -118.2807)"
191210673,4/3/2019,5/8/2013,1200,12,77th Street,1211,354,THEFT OF IDENTITY,0100 1822,42,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5400    2ND                          AV,,"(33.9932, -118.3193)"
191809585,4/3/2019,11/20/2014,1900,18,Southeast,1806,121,"RAPE, FORCIBLE",500,16,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,700 E  93RD                         ST,,"(33.9543, -118.2606)"
191708286,4/3/2019,1/1/2015,800,17,Devonshire,1793,121,"RAPE, FORCIBLE",1259 0500 0527 0519 1801 0503 0510 0515 0522 0551,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,19200    NAPA                         ST,,"(34.2264, -118.5514)"
191008078,4/3/2019,4/1/2016,1,10,West Valley,1027,354,THEFT OF IDENTITY,1822,32,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6900    SHOSHONE                     AV,,"(34.1957, -118.5163)"
191108462,4/3/2019,4/1/2016,1000,11,Northeast,1109,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0701 0913,0,X,X,603,CREDIT UNION,,,IC,Invest Cont,341,,,,800    COLORADO                     BL,,"(34.1407, -118.1829)"
191607522,4/3/2019,5/1/2016,1200,16,Foothill,1657,354,THEFT OF IDENTITY,1822 0928,62,F,O,601,SAVINGS & LOAN,,,IC,Invest Cont,354,,,,10200    PINEWOOD                     AV,,"(34.253, -118.2907)"
191812109,4/3/2019,8/1/2016,100,18,Southeast,1826,813,CHILD ANNOYING (17YRS & UNDER),0500 0556 0528,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,,,,9800    MAIE                         AV,,"(33.9474, -118.2445)"
190508063,4/3/2019,7/2/2017,600,5,Harbor,525,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,217,AUTO REPAIR SHOP,,,IC,Invest Cont,420,,,,700 W  D                            ST,,"(33.7737, -118.2704)"
191409756,4/4/2019,8/1/2014,1200,14,Pacific,1463,310,BURGLARY,344,72,M,W,221,PUBLIC STORAGE,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,310,,,,12800 W  JEFFERSON                    BL,,"(33.9782, -118.422)"
191607545,4/4/2019,1/1/2014,1200,16,Foothill,1684,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0556 0551 1258,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,7700    LANKERSHIM                   BL,,"(34.2166, -118.3919)"
190209188,4/4/2019,10/18/2015,900,2,Rampart,291,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 1251 0552 0602 0400,7,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,,,,1300 S  WESTLAKE                     AV,,"(34.0467, -118.2814)"
190808061,4/4/2019,7/1/2016,800,8,West LA,884,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0914 1803 0344 0342 0913,42,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,10900 W  PICO                         BL,,"(34.0397, -118.4295)"
190310162,4/4/2019,8/30/2017,1200,3,Southwest,333,354,THEFT OF IDENTITY,1822,84,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2600    VIRGINIA                     RD,,"(34.0326, -118.3395)"
190609325,4/4/2019,5/22/2017,1,6,Hollywood,627,649,DOCUMENT FORGERY / STOLEN FELONY,923,55,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,2800    HOLLYRIDGE                   DR,,"(34.1194, -118.3189)"
190609330,4/4/2019,4/5/2017,1,6,Hollywood,645,354,THEFT OF IDENTITY,1803,30,F,W,203,OTHER BUSINESS,,,AO,Adult Other,354,,,,7000    HAWTHORN                     AV,,"(34.1004, -118.3414)"
191708323,4/5/2019,1/1/2016,1600,17,Devonshire,1794,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,18100    NAPA                         ST,,"(34.2264, -118.5273)"
191809604,4/5/2019,4/1/2017,1200,18,Southeast,1862,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0503,9,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,11900 S  FIGUEROA                     ST,,"(33.9248, -118.2826)"
191908580,4/5/2019,5/1/2017,1200,19,Mission,1924,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,41,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,14900    PADDOCK                      ST,,"(34.2982, -118.458)"
192008769,4/5/2019,11/8/2017,730,20,Olympic,2013,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 0432 0446,45,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,200 S  SERRANO                      AV,,"(34.0712, -118.3067)"
190609425,4/6/2019,4/5/2010,1140,6,Hollywood,647,330,BURGLARY FROM VEHICLE,1300 1307 1609 0329 0344,25,M,O,101,STREET,,,IC,Invest Cont,330,,,,1600    VINE                         ST,,"(34.0998, -118.3267)"
190908915,4/6/2019,1/1/2013,1000,9,Van Nuys,985,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1202,75,F,W,602,BANK,,,IC,Invest Cont,341,,,,13900    VENTURA                      BL,,"(34.1496, -118.4405)"
191309381,4/6/2019,1/1/2015,1,13,Newton,1385,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1259 1251 0553 0913 0536 0527 1206 0416 0543,14,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,6200 S  SAN PEDRO                    ST,,"(33.9834, -118.2695)"
191309382,4/6/2019,1/1/2015,1,13,Newton,1385,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 1251 0553 0913 1206 0543 0507 0512 0400,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,6200 S  SAN PEDRO                    ST,,"(33.9834, -118.2695)"
190808173,4/6/2019,8/15/2016,1400,8,West LA,883,310,BURGLARY,0344 1822,51,F,O,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,1900 S  SEPULVEDA                    BL,,"(34.04, -118.4393)"
191607607,4/6/2019,11/1/2016,1,16,Foothill,1657,354,THEFT OF IDENTITY,,35,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7200    APPERSON                     ST,,"(34.2559, -118.2886)"
190209318,4/6/2019,11/1/2017,5,2,Rampart,235,662,"BUNCO, GRAND THEFT",0100 0928 0926 1817 1202 0701 0800,69,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,2300 W  TEMPLE                       ST,,"(34.0713, -118.2711)"
190708776,4/6/2019,11/1/2017,1200,7,Wilshire,765,813,CHILD ANNOYING (17YRS & UNDER),1259 1251 1823 0510 0522,15,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,,,,PICO                         BL,RIMPAU                       BL,"(34.0486, -118.3383)"
192008841,4/7/2019,12/26/2017,1,20,Olympic,2034,354,THEFT OF IDENTITY,100,54,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3500    WILSHIRE                     BL,,"(34.0618, -118.3004)"
190508226,4/8/2019,7/1/2013,30,5,Harbor,525,121,"RAPE, FORCIBLE",500,16,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,F                            ST,HAWAIIAN                     AV,"(33.7739, -118.2678)"
190508261,4/8/2019,12/25/2014,2300,5,Harbor,525,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",913,37,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,956,,,,500 W  E                            ST,,"(33.7754, -118.2673)"
190110797,4/8/2019,1/1/2016,1,1,Central,122,649,DOCUMENT FORGERY / STOLEN FELONY,100,51,M,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,649,,,,100 N  HILL                         ST,,"(34.0572, -118.2481)"
191809917,4/8/2019,1/1/2016,1200,18,Southeast,1851,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0522,8,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,13400 S  VERMONT                      AV,,"(33.9102, -118.2916)"
191210986,4/8/2019,2/1/2017,400,12,77th Street,1248,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0408 1276 1814 2000,16,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,900 W  66TH                         ST,,"(33.9792, -118.2892)"
191607690,4/8/2019,8/10/2017,1700,16,Foothill,1663,662,"BUNCO, GRAND THEFT",0913 0701 0800,46,M,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,662,,,,8900    LAUREL CANYON                BL,,"(34.2356, -118.4075)"
190110856,4/9/2019,11/21/2016,1000,1,Central,166,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2021 0421 0913 0906 1816,34,F,B,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,6TH                          ST,SAN JULIAN                   AV,"(34.0428, -118.2461)"
190808262,4/9/2019,12/1/2016,445,8,West LA,859,850,INDECENT EXPOSURE,1202 0529,60,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,850,,,,8500    SATURN                       ST,,"(34.0516, -118.3762)"
191410115,4/9/2019,1/1/2016,1200,14,Pacific,1413,354,THEFT OF IDENTITY,1501,17,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,300    4TH                          AV,,"(33.9976, -118.4751)"
190310594,4/9/2019,9/2/2017,1955,3,Southwest,338,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1251 1906,19,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,3100    ORCHARD                      AV,,"(34.0265, -118.2882)"
190311131,4/9/2019,5/1/2017,1200,3,Southwest,318,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1251 1824 0519,22,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,821,,,,1300 W  25TH                         ST,,"(34.0336, -118.289)"
191509245,4/9/2019,9/20/2017,800,15,N Hollywood,1549,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0334 1266 1414 1420 1309 1906,29,M,H,101,STREET,,,AO,Adult Other,956,,,,BURBANK                      BL,VINELAND                     AV,"(34.1722, -118.3703)"
192008957,4/9/2019,8/1/2017,2000,20,Olympic,2099,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 0432 0334 0421 0449,25,M,H,202,LIQUOR STORE,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,236,,,,1300 W  20TH                         ST,,"(34.0382, -118.284)"
190311115,4/10/2019,1/1/2014,1200,3,Southwest,357,121,"RAPE, FORCIBLE",1259 0913 0527,11,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,36TH                         ST,NORMANDIE,"(34.0228, -118.3002)"
191108836,4/10/2019,1/1/2014,1200,11,Northeast,1171,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,421,34,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,1600    GRIFFITH PARK                BL,,"(34.0909, -118.2775)"
