APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Property on Map,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
2715009025,05/01/2018,Single Family,18200 W LOS ALIMOS ST,LOS ANGELES,CA,91326,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"18200 W LOS ALIMOS ST
LOS ANGELES, CA 91326
(34.265479, -118.529768)",18905,82,1415,,2,87
6017004030,01/11/2018,Multi-Family,7219 S CIMARRON ST,LOS ANGELES,CA,90047,8,Nationstar Mortgage,Code Violations,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"7219 S CIMARRON ST
LOS ANGELES, CA 90047
(33.973959, -118.315553)",23678,778,354,7,14,20
5486019020,01/23/2018,Single Family,6229 E ROY ST,LOS ANGELES,CA,90042,14,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"6229 E ROY ST
LOS ANGELES, CA 90042
(34.123435, -118.182061)",23673,359,575,,9,93
6057014012,01/16/2018,Single Family,9420 S VAN NESS AVE,LOS ANGELES,CA,90047,8,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"9420 S VAN NESS AVE
LOS ANGELES, CA 90047
(33.950525, -118.31773)",23678,1953,,7,14,
2420016030,06/27/2018,Single Family,4818 N SANCOLA AVE,LOS ANGELES,CA,91601,4,BGK RE FUND LLC,Ben Keisari,818-445-9921,EZ Maintenance,Leo Aceves,2551   Hyler ST  Los Angeles CA 90041,626-672-5573,"4818 N SANCOLA AVE
LOS ANGELES, CA 91601
(34.158282, -118.353953)",8488,214,459,,7,5
2076009031,01/26/2018,Single Family,4701 N EXCELENTE DR,LOS ANGELES,CA,91364,3,CITY NATIONAL FINANCIAL,JIMMY DAYWOOD,310-871-2118,CITY NATIONAL FINANCIAL,JIMMY DAYWOOD,1201  N PACIFIC AVE  GLENDALE CA 91202,310-871-2118,"4701 N EXCELENTE DR
LOS ANGELES, CA 91364
(34.153479, -118.616825)",19346,310,985,11,4,49
5015035024,01/05/2018,Single Family,4505 S ARLINGTON AVE,LOS ANGELES,CA,90043,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,"4505 S ARLINGTON AVE
LOS ANGELES, CA 90043
(34.002521, -118.318126)",23674,751,1044,7,14,35
2414029005,01/05/2018,Single Family,6547 N SATSUMA AVE,LOS ANGELES,CA,91606,2,PNC MORTGAGE PRESALE,THOMAS DAY,937-910-1200,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"6547 N SATSUMA AVE
LOS ANGELES, CA 91606
(34.189902, -118.367056)",8889,172,486,,5,13
2653005165,01/23/2018,Single Family,8743 N WILLIS AVE,LOS ANGELES,CA,91402,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"8743 N WILLIS AVE
LOS ANGELES, CA 91402
(34.229027, -118.455293)",19730,149,667,,3,59
7448026006,01/09/2018,Single Family,554 W BONITA ST,SAN PEDRO,CA,90731,15,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"554 W BONITA ST
SAN PEDRO, CA 90731
(33.747822, -118.289179)",3342,974,1310,,15,36
6037026049,01/24/2018,Single Family,8921 S HOBART BLVD,LOS ANGELES,CA,90047,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"8921 S HOBART BLVD
LOS ANGELES, CA 90047
(33.955645, -118.307892)",23678,784,1167,7,14,20
6004034005,01/12/2018,Multi-Family,5837 S DENVER AVE,LOS ANGELES,CA,90044,9,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"5837 S DENVER AVE
LOS ANGELES, CA 90044
(33.988503, -118.283799)",23675,767,991,7,13,2
2565019014,01/12/2018,Single Family,6940 W BECKETT ST,LOS ANGELES,CA,91042,7,"Trojan Capital Investments, LLC",Don Madden III,877-684-9517,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"6940 W BECKETT ST
LOS ANGELES, CA 91042
(34.252842, -118.282144)",3222,4,538,,1,7
5427013027,01/11/2018,Multi-Family,976 N HYPERION AVE,LOS ANGELES,CA,90029,13,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"976 N HYPERION AVE
LOS ANGELES, CA 90029
(34.089538, -118.280981)",23447,475,624,,8,90
2041021013,05/04/2018,Single Family,23055 W CALIFA ST,LOS ANGELES,CA,91367,3,"Trustee Corps, Bayview Loan Servicing",Madeline DeFranco,305-631-3760,"Safegaurd c/o Trustee Corp, PHH",Code Compliance,17100   Gillette AVE  Irvine CA 92614,800-852-8306,"23055 W CALIFA ST
LOS ANGELES, CA 91367
(34.177352, -118.629429)",19347,307,1484,,4,49
5028006052,08/08/2018,Single Family,4431 W DON RICARDO DR 1-24,LOS ANGELES,CA,90008,8,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"4431 W DON RICARDO DR 1-24
LOS ANGELES, CA 90008
(34.010107, -118.350317)",22725,765,1026,7,14,54
2701044004,01/05/2018,Single Family,20331 W VIA GALILEO,LOS ANGELES,CA,91326,12,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"20331 W VIA GALILEO
LOS ANGELES, CA 91326
(34.295455, -118.576601)",18905,66,1531,,2,48
2761029004,08/13/2018,Single Family,9526 N OAKDALE AVE,LOS ANGELES,CA,91311,12,"Trustee Corps, Bayview Loan Servicing",Madeline DeFranco,305-631-3760,BRON Inc.,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,877-338-3791,"9526 N OAKDALE AVE
LOS ANGELES, CA 91311
(34.243545, -118.566889)",4284,98,238,,2,43
5716024005,01/12/2018,Single Family,851 N SAN PASCUAL AVE,LOS ANGELES,CA,90042,14,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"851 N SAN PASCUAL AVE
LOS ANGELES, CA 90042
(34.119374, -118.170917)",23673,361,576,,9,93
6001007037,01/04/2018,Single Family,5944 S WILTON PL,LOS ANGELES,CA,90047,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"5944 S WILTON PL
LOS ANGELES, CA 90047
(33.986054, -118.314847)",23678,769,615,7,14,35
2336016017,03/05/2018,Single Family,6317 N ELMER AVE,LOS ANGELES,CA,91606,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"6317 N ELMER AVE
LOS ANGELES, CA 91606
(34.185081, -118.37686)",8889,196,487,,5,13
2022008002,01/18/2018,Single Family,22738 W SATICOY ST,LOS ANGELES,CA,91307,12,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"22738 W SATICOY ST
LOS ANGELES, CA 91307
(34.208259, -118.622609)",4279,277,266,,2,44
5569013043,01/22/2018,Single Family,2144 N HERCULES DR,LOS ANGELES,CA,90046,4,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"2144 N HERCULES DR
LOS ANGELES, CA 90046
(34.108883, -118.36399)",23677,457,625,,7,82
2125023006,01/03/2018,Single Family,18159 W KITTRIDGE ST,LOS ANGELES,CA,91335,3,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"18159 W KITTRIDGE ST
LOS ANGELES, CA 91335
(34.190233, -118.529372)",18909,267,247,,4,12
4295012131,01/12/2018,Single Family,300 W TAHITI WAY,LOS ANGELES,CA,90292,11,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"300 W TAHITI WAY
LOS ANGELES, CA 90292
(33.973425, -118.458211)",25074,915,498,10,10,30
5175027012,01/25/2018,Single Family,702 N CUMMINGS ST,LOS ANGELES,CA,90033,14,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"702 N CUMMINGS ST
LOS ANGELES, CA 90033
(34.051643, -118.210602)",23450,512,509,,9,38
2625027016,01/09/2018,Single Family,9161 N ROSLYNDALE AVE,LOS ANGELES,CA,91331,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"9161 N ROSLYNDALE AVE
LOS ANGELES, CA 91331
(34.236723, -118.430602)",18907,139,453,,3,41
2785013039,03/22/2018,Single Family,8424 N WILBUR AVE,LOS ANGELES,CA,91324,12,Shellpoint Mortgage,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"8424 N WILBUR AVE
LOS ANGELES, CA 91324
(34.223586, -118.544798)",18513,113,246,,2,65
6061015017,01/02/2018,Single Family,604 W 103RD ST,LOS ANGELES,CA,90044,8,The Money Source Inc.,Default Money Source,877-272-2149,SO CAL INSPECTORS INC.,SUZANNE PHILLIPS,9525   STEWART AND GARY RD  DOWNEY CA 90241,760-591-9244,"604 W 103RD ST
LOS ANGELES, CA 90044
(33.943064, -118.285099)",23675,803,1171,7,14,45
5026019001,04/06/2018,Single Family,4542 W DON FELIPE DR,LOS ANGELES,CA,90008,8,Selene Finance LP - Eric Moore,Eric Moore,877-338-3791,M&M Mortgage Co,Deborah Prado,12901  SW 132 AVE  Miami FL 33186,800-336-4890,"4542 W DON FELIPE DR
LOS ANGELES, CA 90008
(34.006792, -118.355133)",22725,765,1027,7,14,54
2384024016,01/10/2018,Single Family,3250 N COLDWATER CANYON AVE,LOS ANGELES,CA,91604,2,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"3250 N COLDWATER CANYON AVE
LOS ANGELES, CA 91604
(34.133193, -118.409736)",8492,353,1236,11,5,84
5136020006,09/14/2018,Multi-Family,1841 1/2 W 11TH PL,LOS ANGELES,CA,90006,1,Residential Credit Opportunity V,Sebastian Stofenmacher,818-464-5113,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"1841 1/2 W 11TH PL
LOS ANGELES, CA 90006
(34.048561, -118.279061)",22723,575,908,,11,8
2184054008,05/09/2018,Single Family,4025 N ROCK HAMPTON DR,LOS ANGELES,CA,91356,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"4025 N ROCK HAMPTON DR
LOS ANGELES, CA 91356
(34.144435, -118.53674)",19339,328,1257,,4,10
4003015015,01/22/2018,Single Family,4159 W 62ND ST,LOS ANGELES,CA,90043,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"4159 W 62ND ST
LOS ANGELES, CA 90043
(33.98352, -118.347991)",23674,757,1041,7,14,24
2168017083,01/12/2018,Single Family,5265 N ELVIRA ROAD,LOS ANGELES,CA,91364,3,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"5265 N ELVIRA ROAD
LOS ANGELES, CA 91364
(34.16474, -118.602536)",19346,312,1489,,4,49
2629016004,01/05/2018,Single Family,9100 N O'MELVENY AVE,LOS ANGELES,CA,91352,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"9100 N O'MELVENY AVE
LOS ANGELES, CA 91352
(34.234589, -118.402143)",19335,156,1058,,3,21
2415012004,07/27/2018,Single Family,5944 N CLEON AVE,LOS ANGELES,CA,91601,2,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"5944 N CLEON AVE
LOS ANGELES, CA 91601
(34.178859, -118.368107)",8889,199,1077,,5,13
5579018016,01/18/2018,Single Family,3239 N PRIMERA AVE,LOS ANGELES,CA,90068,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS c/o Advantage Conveyance,Ken Scheller,1906   Irvine AVE  Newport Beach CA 92660,972-996-5000,"3239 N PRIMERA AVE
LOS ANGELES, CA 90068
(34.129442, -118.345464)",24033,407,715,11,7,82
5108019002,01/02/2018,Multi-Family,4907 1/2 S WADSWORTH AVE,LOS ANGELES,CA,90011,9,Selene Finance LP,Grace Wesson,877-338-3791,M&M Mortgage Co,Deborah Prado,12901  SW 132 AVE  Miami FL 33186,800-336-4890,"4907 1/2 S WADSWORTH AVE
LOS ANGELES, CA 90011
(33.999026, -118.258651)",22727,723,893,7,13,
5486003008,01/11/2018,Single Family,6026 E BURWOOD AVE,LOS ANGELES,CA,90042,14,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"6026 E BURWOOD AVE
LOS ANGELES, CA 90042
(34.126923, -118.187917)",23673,363,572,,9,93
2560033004,01/05/2018,Single Family,8415 W CORA ST,LOS ANGELES,CA,91040,7,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"8415 W CORA ST
LOS ANGELES, CA 91040
(34.25327, -118.316572)",3221,15,1511,,1,7
2115011005,02/21/2018,Single Family,7266 N OAKDALE AVE,LOS ANGELES,CA,91306,3,CALIBER HOME LOANS,CHRISTINE CAYANAN,214-874-4174,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244,"7266 N OAKDALE AVE
LOS ANGELES, CA 91306
(34.203018, -118.567071)",4282,290,1462,,4,66
2332010020,01/09/2018,Single Family,6331 N TEESDALE AVE,LOS ANGELES,CA,91606,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"6331 N TEESDALE AVE
LOS ANGELES, CA 91606
(34.185764, -118.408398)",8889,187,503,,5,70
2126017001,08/21/2018,Single Family,18736 W HART ST,LOS ANGELES,CA,91335,3,U.S. Bank N.A. C/O Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   Whilshire BLVD 1109 Los Angeles CA 90010,213-804-7437,"18736 W HART ST
LOS ANGELES, CA 91335
(34.197638, -118.541735)",18909,250,308,,4,12
2572039019,01/11/2018,Single Family,6841 W NORTHFORD DR,LOS ANGELES,CA,91042,7,Mr. Cooper,Paula Acosta,800-468-1743,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728,800-468-1743,"6841 W NORTHFORD DR
LOS ANGELES, CA 91042
(34.240724, -118.28124)",3222,6,541,8,1,7
5019024025,01/16/2018,Multi-Family,715 1/2 W 41ST ST,LOS ANGELES,CA,90037,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"715 1/2 W 41ST ST
LOS ANGELES, CA 90037
(34.009628, -118.286385)",23668,735,977,7,13,2
2163007008,01/31/2018,Single Family,5117 N TAMPA AVE,LOS ANGELES,CA,91356,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"5117 N TAMPA AVE
LOS ANGELES, CA 91356
(34.164274, -118.554012)",19339,321,1494,,4,10
2174014012,01/31/2018,Single Family,4756 N VISTA DE ORO AVE,LOS ANGELES,CA,91364,3,Gerald Feldman,Gerald Feldman,310-203-5430,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"4756 N VISTA DE ORO AVE
LOS ANGELES, CA 91364
(34.156383, -118.581774)",19346,314,1490,,4,49
2322017017,01/11/2018,Single Family,6458 N RADFORD AVE,LOS ANGELES,CA,91606,2,Nationstar Mortgage,Code Violations,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"6458 N RADFORD AVE
LOS ANGELES, CA 91606
(34.188436, -118.392142)",8889,189,489,,5,13
2755007020,01/02/2018,Single Family,9624 N WHITE OAK AVE,LOS ANGELES,CA,91325,12,M&T Bank,Grace Wesson,877-338-3791,Safeguard,Ryan Sabo,7887   Safeguard CIR Safeg Valley View OH 44125,800-852-8306,"9624 N WHITE OAK AVE
LOS ANGELES, CA 91325
(34.245628, -118.519904)",18514,106,1535,,2,87
5062008010,09/07/2018,Single Family,2148 S REDONDO BLVD,LOS ANGELES,CA,90016,10,Nationstar Mortgage,Code Violations,888-456-0714,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078,800-468-1743,"2148 S REDONDO BLVD
LOS ANGELES, CA 90016
(34.038004, -118.354087)",23077,653,1115,,12,69
2153034011,06/14/2018,Single Family,19302 W OXNARD ST,LOS ANGELES,CA,91356,3,Val-Chris Investment,Chris Boulter,949-252-8020,Kyle Mathews California Realty,Kyle Mathews,5508   Denny AVE  North Hollywood CA 91601,818-470-2435,"19302 W OXNARD ST
LOS ANGELES, CA 91356
(34.179301, -118.553889)",19339,317,1493,,4,10
6066015081,01/11/2018,Single Family,2270 E 103RD ST,LOS ANGELES,CA,90002,15,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"2270 E 103RD ST
LOS ANGELES, CA 90002
(33.943102, -118.23095)",22351,823,1184,7,15,40
5029022016,08/21/2018,Single Family,4247 S CLOVERDALE AVE,LOS ANGELES,CA,90008,10,US Bank National Assn,Sebastian Stofenmacher,818-464-5113,"Edgestone Real Estate, Inc.",Sebastian stofenmacher,4344   fountain AVE G Los Angeles CA 90029,818-464-5113,"4247 S CLOVERDALE AVE
LOS ANGELES, CA 90008
(34.009894, -118.366146)",22725,760,1113,,12,54
6037025056,07/26/2018,Single Family,8769 S HARVARD BLVD,LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"8769 S HARVARD BLVD
LOS ANGELES, CA 90047
(33.956917, -118.306831)",23678,784,1166,7,14,20
2337027009,01/22/2018,Multi-Family,5624 N CASE AVE,LOS ANGELES,CA,91601,2,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"5624 N CASE AVE
LOS ANGELES, CA 91601
(34.172903, -118.371942)",8488,198,1077,,5,13
2104016046,05/14/2018,Single Family,7555 N DONNA AVE,LOS ANGELES,CA,91335,3,"Dovenmuehle Mortgage, Inc.",Eric Barber,866-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"7555 N DONNA AVE
LOS ANGELES, CA 91335
(34.207982, -118.548366)",18909,257,544,,4,12
2046011001,01/15/2018,Single Family,24349 W BURBANK BLVD,LOS ANGELES,CA,91367,3,Mr. Cooper,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453,"24349 W BURBANK BLVD
LOS ANGELES, CA 91367
(34.170438, -118.656061)",19347,303,1482,,4,49
4009005005,01/15/2018,Single Family,2922 W 73RD ST,LOS ANGELES,CA,90043,8,Rushmore Loan Management Services,Enrique Orozco,800-468-1743,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"2922 W 73RD ST
LOS ANGELES, CA 90043
(33.973668, -118.325124)",23674,758,354,7,14,24
5684017006,01/02/2018,Single Family,4227 W YOSEMITE WAY,LOS ANGELES,CA,90065,14,Anchor Loans,Dannielle Gates,818-836-1485,Anchor Loans,Dannielle Gates,5230   Las Virgenes ROAD 105 Calabasas CA 91302,818-304-8767,"4227 W YOSEMITE WAY
LOS ANGELES, CA 90065
(34.128363, -118.227324)",24030,382,224,,9,60
2124017106,01/16/2018,Single Family,18227 W DOMINO ST,LOS ANGELES,CA,91335,3,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"18227 W DOMINO ST
LOS ANGELES, CA 91335
(34.184547, -118.53038)",18909,268,305,,4,10
5052028036,01/24/2018,Single Family,2108 W 28TH ST,LOS ANGELES,CA,90018,10,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"2108 W 28TH ST
LOS ANGELES, CA 90018
(34.029939, -118.312405)",23079,686,919,7,12,19
5525026031,01/09/2018,Single Family,7220 W ROSEWOOD AVE,LOS ANGELES,CA,90036,5,Nationstar Mortgage,Code Violations,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"7220 W ROSEWOOD AVE
LOS ANGELES, CA 90036
(34.080254, -118.347062)",23667,623,1080,,6,26
2228007014,02/26/2018,Single Family,7237 N ANATOLA AVE,LOS ANGELES,CA,91406,6,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"7237 N ANATOLA AVE
LOS ANGELES, CA 91406
(34.20242, -118.514964)",19734,259,243,,3,61
4384007017,04/18/2018,Single Family,9701 W OAK PASS ROAD,LOS ANGELES,CA,90210,5,JP Morgan Chase NA,Amy Lott,888-310-1506,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"9701 W OAK PASS ROAD
LOS ANGELES, CA 90210
(34.116811, -118.428764)",24346,826,796,,6,81
2360024018,03/15/2018,Single Family,4653 N MARY ELLEN AVE,LOS ANGELES,CA,91423,4,Nationstar Mortgage LLC,Code Compliance,888-480-2432,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"4653 N MARY ELLEN AVE
LOS ANGELES, CA 91423
(34.154945, -118.419223)",19736,345,968,,7,83
4377026008,03/23/2018,Single Family,2089 N STRADELLA RD,LOS ANGELES,CA,90077,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"2089 N STRADELLA RD
LOS ANGELES, CA 90077
(34.108917, -118.461798)",24037,828,792,,6,81
2076006031,01/05/2018,Single Family,22412 W SENTAR ROAD,LOS ANGELES,CA,91364,3,Helene Muddiman,Helene Muddiman,310-526-7201,Helene Muddiman,Helene Muddiman,16659   Addison  St Encino CA 91436,310-430-8570,"22412 W SENTAR ROAD
LOS ANGELES, CA 91364
(34.158263, -118.615367)",19346,309,1487,,4,49
2695019038,07/03/2018,Single Family,17109 W MINNEHAHA ST,LOS ANGELES,CA,91344,12,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"17109 W MINNEHAHA ST
LOS ANGELES, CA 91344
(34.260231, -118.505462)",19329,83,1416,,2,79
2552024041,08/07/2018,Single Family,7703 W WENTWORTH ST,LOS ANGELES,CA,91042,7,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"7703 W WENTWORTH ST
LOS ANGELES, CA 91042
(34.2669, -118.3004)",3222,11,440,,1,7
2632020022,01/16/2018,Single Family,8607 N TELFAIR AVE,LOS ANGELES,CA,91352,6,"Trinity Financial Services, LLC",Don Madden III,855-818-6806,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"8607 N TELFAIR AVE
LOS ANGELES, CA 91352
(34.225819, -118.385565)",19335,162,272,,3,21
